YRMO,FUND_TYPE,avg_med_limit,bkt_1_M_member_perc,bkt_1_F_member_perc,bkt_2_M_member_perc,bkt_2_F_member_perc,bkt_3_M_member_perc,bkt_3_F_member_perc,bkt_4_M_member_perc,bkt_4_F_member_perc,agesexfactor,med_relativity,rx_relativity,avg_med_dded,avg_rx_dded,avg_med_copay,avg_mh_copay,avg_rx_copay,avg_med_coins,rx_pmpm,med_pmpm,total_pmpm_worebates
2016-01,FI,4277.295398,11.47,10.96,5.51,5.35,32.53,32,1.18,0.98,1.024427448,1.02255,0.90445,1766.357606,42.10442289,19.6585852,45.91073496,27.90305087,0.882045608,62.44506811,254.8915083,318.6880901
2016-02,FI,4275.280692,11.47,10.96,5.51,5.34,32.52,32,1.18,0.98,1.024776367,1.0222,0.90378,1769.286382,42.42303148,19.68187898,45.92052532,28.02087609,0.881952018,69.63368806,273.612848,344.7534884
2016-03,FI,4274.384727,11.49,10.97,5.51,5.32,32.56,31.94,1.19,0.99,1.024818212,1.02155,0.90297,1772.873372,43.31043473,19.65336676,45.62708644,28.27936473,0.881793346,77.44084922,299.7092507,378.8300138
2016-04,FI,4274.804498,11.47,10.95,5.51,5.32,32.56,31.95,1.21,1.01,1.025988546,1.02032,0.89978,1782.369196,43.47648169,19.72801293,45.69435914,28.47970195,0.881524859,75.68601748,284.2413936,361.5803377
2016-05,FI,4274.664802,11.48,10.96,5.5,5.32,32.54,31.95,1.22,1.01,1.026438902,1.01991,0.89848,1784.800927,43.98052322,19.80386242,45.73665177,28.68563158,0.881412912,79.28878638,292.2425387,373.250322
2016-06,FI,4290.602798,11.47,10.94,5.5,5.3,32.57,31.95,1.23,1.02,1.027050088,1.01764,0.8852,1802.756351,46.00714439,19.83489458,45.33132312,28.90485633,0.880755779,82.28039211,299.7205467,383.7884879
2016-07,FI,4300.359391,11.46,10.93,5.5,5.29,32.62,31.92,1.23,1.02,1.02746579,1.01563,0.88022,1818.504545,46.19831819,19.80034533,44.83501098,29.13643977,0.880041613,77.78367858,286.5590907,366.0277761
2016-08,FI,4296.041396,11.46,10.93,5.49,5.29,32.62,31.91,1.23,1.03,1.027913669,1.01531,0.87832,1821.878228,45.94521544,19.83602577,44.89627712,29.30407656,0.880025841,86.9951624,312.8023189,401.77307
2016-09,FI,4281.923101,11.48,10.94,5.49,5.3,32.58,31.9,1.24,1.03,1.028177136,1.01568,0.87425,1822.299204,45.91379179,19.86789498,44.87235634,29.4744596,0.880107002,80.55198941,300.698478,383.3984829
2016-10,FI,4291.678771,11.46,10.92,5.51,5.35,32.54,31.88,1.25,1.04,1.027826782,1.01228,0.86638,1837.138128,45.49555602,20.05251924,45.11501821,29.97953958,0.87903767,70.34269264,307.0971834,391.2260046
2016-11,FI,4297.639256,11.44,10.91,5.51,5.34,32.56,31.87,1.26,1.05,1.028437513,1.01084,0.86462,1845.600325,45.19461813,20.0606607,45.20476611,30.07290237,0.878673357,72.79496545,310.4501515,397.9198529
2016-12,FI,4295.612887,11.44,10.91,5.53,5.36,32.53,31.85,1.28,1.06,1.027918474,1.00906,0.86462,1861.054012,45.02954033,20.25205151,45.67962608,30.6713512,0.877399388,77.12287484,312.6608288,403.5968805
2017-01,FI,4362.601964,11.43,10.91,5.57,5.38,32.58,31.85,1.23,0.99,1.025625411,0.99684,0.85563,1933.820323,45.31448574,20.43453809,46.06500476,31.72374495,0.87399712,62.25869035,292.2626308,367.1157629
2017-02,FI,4349.976446,11.45,10.91,5.55,5.38,32.53,31.89,1.24,1.01,1.026336035,0.99775,0.85403,1927.140287,44.98045445,20.42233092,46.06452085,31.67109533,0.874290602,62.68971886,275.1086348,350.4599482
2017-03,FI,4346.652934,11.44,10.91,5.53,5.37,32.5,31.94,1.25,1.01,1.027076703,0.99793,0.85417,1928.063177,44.8217445,20.44440252,46.11520693,31.66131512,0.874335661,70.98332927,313.7808183,401.0062393
2017-04,FI,4350.952067,11.45,10.92,5.51,5.36,32.48,31.95,1.26,1.02,1.027332155,0.99619,0.85267,1937.606425,44.79735325,20.43647115,46.02551482,31.69886286,0.874026708,67.40477265,291.7863881,372.5776174
2017-05,FI,4351.676252,11.44,10.92,5.5,5.35,32.48,31.96,1.27,1.04,1.027841629,0.99544,0.85193,1941.153267,44.75563665,20.38705053,45.91757471,31.67720043,0.873736211,73.89175867,319.2516185,407.3489226
2017-06,FI,4360.119249,11.46,10.95,5.49,5.35,32.42,31.97,1.28,1.05,1.027805646,0.99395,0.85085,1952.388024,44.2333314,20.35111185,45.8760146,31.65849431,0.873383019,69.60053174,322.9606801,410.7936349
2017-07,FI,4366.112787,11.46,10.95,5.52,5.36,32.4,31.96,1.28,1.04,1.027765866,0.993,0.8526,1960.714986,45.13054391,20.44411189,46.14049963,31.85081385,0.872491861,72.44964788,309.6678867,396.0041152
2017-08,FI,4363.227257,11.46,10.96,5.52,5.37,32.38,31.95,1.29,1.05,1.028142157,0.99372,0.85339,1956.090272,45.11801943,20.40554911,45.98926755,31.81166547,0.87282966,80.1368705,337.359938,431.6788478
2017-09,FI,4363.584487,11.46,10.97,5.5,5.38,32.32,31.98,1.3,1.06,1.028413817,0.99304,0.85298,1960.305053,44.92380562,20.33617491,45.76805381,31.82585058,0.872622749,69.21992563,314.5751038,401.1317802
2017-10,FI,4377.925149,11.45,10.95,5.51,5.4,32.31,31.99,1.3,1.06,1.028274981,0.99194,0.85268,1970.991609,45.53748754,20.37413016,45.81118382,31.89784485,0.872370165,78.34711755,338.7179407,432.1309562
2017-11,FI,4366.765606,11.48,10.98,5.5,5.42,32.14,32.07,1.31,1.07,1.028626692,0.99169,0.85242,1957.464003,53.66422196,20.20719856,45.1773987,31.665204,0.871834666,77.02932758,330.7222759,422.7195903
2017-12,FI,4356.978899,11.49,10.98,5.51,5.44,32.09,32.06,1.33,1.09,1.028327974,0.99122,0.85363,1961.302139,55.84204994,20.06025297,44.40728651,31.54862183,0.871597038,77.50291829,328.580689,424.6474415
2018-01,FI,4402.936452,11.46,10.99,5.51,5.46,32.21,32.05,1.28,1.03,1.024864632,0.98325,0.83102,2012.420137,56.19117466,19.66931259,42.52502583,31.78518944,0.87052183,69.28611597,305.2633859,389.3059035
2018-02,FI,4396.839081,11.46,10.98,5.49,5.45,32.19,32.08,1.29,1.04,1.025462607,0.98345,0.83171,2012.237353,56.55482258,19.64223317,42.53727473,31.75600847,0.871046942,65.64742801,289.7754404,372.3189211
2018-03,FI,4386.657847,11.48,10.99,5.48,5.44,32.14,32.1,1.3,1.06,1.025994846,0.98356,0.8328,2009.340958,56.6752317,19.63739159,42.69930159,31.69437621,0.871205263,73.07489304,318.9764773,411.1134321
2018-04,FI,4384.718621,11.49,11,5.47,5.42,32.14,32.1,1.31,1.06,1.026425187,0.98301,0.83268,2012.772313,56.91450156,19.69377655,42.98119984,31.70395752,0.871152683,75.01906334,318.6754795,410.8135439
2018-05,FI,4381.858146,11.48,10.99,5.45,5.42,32.12,32.14,1.32,1.07,1.027103262,0.98277,0.83316,2012.86597,58.39164116,19.62564457,42.78496476,31.71959271,0.871121265,79.78367045,336.7079148,434.157949
2018-06,FI,4383.386289,11.5,11.01,5.46,5.41,32.09,32.12,1.32,1.08,1.026925091,0.98192,0.83294,2022.053159,58.33812029,19.5509088,42.61352059,31.65517652,0.871260713,72.07047485,329.4020202,421.796184
2018-07,FI,4372.138209,11.53,11.04,5.47,5.4,32.12,32.03,1.33,1.08,1.026360841,0.98322,0.83538,2018.017417,59.30741036,19.46124331,42.41718407,31.51761406,0.871280349,77.72175331,333.4409062,429.0082954
2018-08,FI,4363.86791,11.54,11.06,5.47,5.4,32.07,32.04,1.33,1.08,1.026424188,0.98414,0.83641,2013.466103,59.55908584,19.37953467,42.08326719,31.482341,0.871295521,81.89515801,358.000178,459.4578285
2018-09,FI,4352.976452,11.52,11.04,5.46,5.42,32.02,32.09,1.35,1.1,1.027440573,0.98571,0.83639,2010.67627,60.77020193,19.40116498,42.24046826,31.37973004,0.871747287,73.56731183,322.5147841,415.6923537
2018-10,FI,4344.453127,11.52,11.04,5.47,5.46,31.98,32.07,1.35,1.1,1.026903372,0.99296,0.83859,2005.114255,61.04667223,19.23240197,41.64530089,31.22912799,0.871752911,86.37009771,365.1252318,470.3278473
2018-11,FI,4350.991471,11.51,11.04,5.47,5.48,31.95,32.07,1.36,1.11,1.027113321,0.99334,0.84004,2003.319476,60.96633563,19.26838392,41.76683177,31.22411695,0.87193152,80.87379764,348.7762123,448.0238165
2018-12,FI,4336.640918,11.5,11.03,5.48,5.49,31.89,32.1,1.38,1.13,1.02695955,0.99404,0.84334,1995.886049,63.7660116,19.18070673,41.85461361,31.25632401,0.870657,81.18470867,346.8132962,447.0257154
2019-01,FI,4367.205722,11.47,10.97,5.47,5.55,31.81,32.27,1.36,1.09,1.025804479,0.98843,0.83919,2044.099654,63.83566902,19.30769146,41.7772579,31.22825851,0.869364213,71.6599926,334.0128249,426.3658581
2019-02,FI,4365.634491,11.45,10.96,5.45,5.54,31.8,32.31,1.37,1.1,1.026412554,0.988,0.83879,2043.292933,63.86390192,19.30597294,41.78988671,31.24940625,0.869383023,69.53676506,313.5042984,402.1085842
2019-03,FI,4364.90812,11.46,10.98,5.44,5.52,31.76,32.34,1.38,1.11,1.026811745,0.98829,0.83841,2038.166535,63.72265397,19.24248537,41.53132223,31.23824273,0.869230146,76.43474918,340.0548233,435.304772
2019-04,FI,4363.409287,11.47,10.99,5.43,5.51,31.73,32.37,1.38,1.12,1.027082327,0.9885,0.83871,2034.161152,63.39829427,19.19923557,41.40962904,31.20953586,0.869571716,83.18760331,348.2248221,449.3610057
2019-05,FI,4358.578085,11.47,11,5.41,5.48,31.69,32.42,1.39,1.13,1.027606667,0.9888,0.8391,2031.367548,62.15413767,19.2358722,41.58755004,31.16474179,0.870010034,83.48857037,358.9279446,463.2316227
2019-06,FI,4362.688892,11.48,11,5.42,5.47,31.68,32.42,1.4,1.13,1.027832038,0.98984,0.83787,2033.345093,61.86387016,19.1229598,41.15302603,31.07898279,0.869943878,76.95858566,339.3647789,437.2170076
2019-07,FI,4385.023737,11.45,10.98,5.43,5.46,31.76,32.39,1.4,1.13,1.027635827,0.9863,0.84281,2042.248443,60.37156868,19.21391497,41.22697961,31.26456366,0.869236931,86.76305815,365.7632055,470.6082268
2019-08,FI,4392.829537,11.44,10.97,5.43,5.46,31.76,32.38,1.41,1.14,1.028295718,0.98538,0.84208,2046.99363,60.09615021,19.31605239,41.44925745,31.29241367,0.869586149,84.96527986,363.9627652,469.230104
2019-09,FI,4387.977148,11.46,10.98,5.42,5.48,31.71,32.39,1.42,1.15,1.028416786,0.98605,0.84232,2040.154383,59.34225499,19.29026585,41.33637937,31.30203411,0.869406726,76.05229467,349.4928313,451.3203618
2019-10,FI,4386.194549,11.46,11,5.43,5.48,31.71,32.36,1.42,1.15,1.027768043,0.98756,0.84254,2038.368798,58.86515769,19.31702874,41.51302732,31.25026936,0.869854464,88.96538303,391.7218708,503.1410392
2019-11,FI,4388.559815,11.47,11,5.44,5.48,31.7,32.33,1.43,1.16,1.028116801,0.98767,0.8414,2041.428025,59.01400205,19.36655816,41.76575404,31.24579565,0.869968265,80.09183186,359.7805866,461.7472257
2019-12,FI,4394.644022,11.44,10.97,5.43,5.48,31.71,32.35,1.44,1.17,1.028616024,0.98804,0.84142,2042.55712,55.18349611,19.35953579,41.72080851,31.22745254,0.870001341,92.74258774,379.1514999,492.2873476
2020-01,FI,4409.538537,11.39,10.92,5.45,5.46,32.17,32.1,1.39,1.11,1.023579053,0.98977,0.84409,2040.467235,31.68588715,19.80020918,45.92947695,31.43709271,0.867379261,74.03975005,348.06331,444.9176653
2020-02,FI,4409.375663,11.38,10.91,5.42,5.46,32.15,32.15,1.4,1.12,1.024282832,0.98947,0.84399,2038.927567,31.9583553,19.81872287,46.01252782,31.42798864,0.867593652,81.37584115,317.3253992,412.2286025
2020-03,FI,4406.209527,11.37,10.9,5.41,5.44,32.15,32.18,1.41,1.13,1.02489605,0.98901,0.84407,2039.644104,31.81377899,19.78547525,45.8731381,31.43038127,0.867901919,79.11283421,307.0190496,424.2181345
2020-04,FI,4400.075427,11.42,10.96,5.41,5.42,32.11,32.12,1.42,1.13,1.024785048,0.98843,0.84673,2034.929782,31.30067281,19.70733003,45.68707903,31.39763644,0.867896925,82.97610433,239.7303027,347.0757503
2020-05,FI,4401.880924,11.43,10.97,5.39,5.4,32.11,32.12,1.43,1.14,1.025168844,0.98863,0.84785,2031.461468,31.67270706,19.67741438,45.60354711,31.40251281,0.868153108,79.04344701,299.3548059,402.541897
2020-06,FI,4418.257213,11.41,10.96,5.39,5.4,32.11,32.15,1.43,1.15,1.025575985,0.98418,0.84643,2040.762163,31.68902153,20.10805399,46.57843331,31.91838415,0.869267073,79.24452296,360.8541851,470.8332359
2020-07,FI,4403.340291,11.44,10.96,5.36,5.37,32.12,32.16,1.44,1.15,1.026832052,0.98646,0.87785,2028.690965,31.95695739,20.01881568,46.54440925,31.87312438,0.870161693,83.79999415,390.3186073,500.0270999
2020-08,FI,4400.869536,11.47,10.98,5.33,5.34,32.1,32.17,1.45,1.16,1.027123511,0.9864,0.87783,2028.697738,31.73689236,19.90242951,46.39245634,31.82849909,0.870159769,81.48118236,369.369888,477.2003214
2020-09,FI,4405.038061,11.46,10.97,5.33,5.35,32.13,32.15,1.45,1.16,1.027089431,0.98681,0.87754,2027.212315,31.69183017,19.91887265,46.48250852,31.84758517,0.870494041,82.27177287,383.2773203,496.2040707
2020-10,FI,4416.047197,11.45,10.98,5.35,5.36,32.12,32.13,1.45,1.16,1.026854242,0.98532,0.87419,2038.106824,31.34092505,19.93993654,46.45445316,32.06762215,0.870484508,85.06357152,403.7613302,519.7007201
2020-11,FI,4423.122524,11.41,10.96,5.36,5.38,32.1,32.15,1.46,1.17,1.027508797,0.98349,0.86724,2047.36923,30.98589455,20.07722109,45.63131034,32.85655254,0.870245908,87.24058909,386.2000261,498.6542582
2020-12,FI,4421.860423,11.38,10.93,5.34,5.42,32,32.29,1.46,1.17,1.027307636,0.98358,0.86721,2044.096602,33.7065285,20.08525921,46.30184019,32.87895469,0.870151653,90.40799323,407.9682975,532.1396668
2021-01,FI,4447.548688,11.35,10.92,5.34,5.4,32.13,32.31,1.42,1.12,1.024265135,1.00394,0.97829,2058.946694,35.0370908,20.56808078,47.17176904,33.26218713,0.86915633,66.95346467,381.9481892,481.4194849
2021-02,FI,4452.382289,11.34,10.9,5.32,5.41,32.1,32.37,1.42,1.12,1.024489478,1.00333,0.97836,2061.746247,35.77459234,20.61463859,47.28590446,33.3220897,0.868955355,74.21432424,352.8066736,451.1479731
2021-03,FI,4452.151742,11.34,10.91,5.31,5.4,32.07,32.39,1.43,1.13,1.024657727,1.00276,0.97803,2060.141038,36.19673378,20.67628446,47.33671419,33.37593841,0.869015616,87.0471419,412.3894496,532.7434962
2021-04,FI,4446.047935,11.35,10.91,5.31,5.4,32.08,32.38,1.43,1.14,1.024854956,1.0028,0.97792,2054.832582,36.49110951,20.74805399,47.3524182,33.41446779,0.86929962,85.74869136,408.8366511,527.0055203
2021-05,FI,4449.693678,11.34,10.89,5.31,5.39,32.07,32.4,1.44,1.15,1.02550437,1.00216,0.97761,2054.775097,36.80697591,20.80724771,47.42451946,33.45613173,0.869439282,83.04244129,388.9642347,503.2788787
2021-06,FI,4485.242086,11.34,10.87,5.32,5.4,32.09,32.39,1.44,1.15,1.025126847,1.00171,0.97714,2053.328265,36.50302778,20.89644006,47.41591796,33.45073824,0.869252004,82.60236012,403.8160317,522.6317196
2021-07,FI,4487.809589,11.31,10.85,5.32,5.39,32.07,32.45,1.45,1.15,1.025426231,1.01494,0.97945,2044.057128,37.94924923,21.21631111,48.24260455,33.56812947,0.869257706,80.33544079,413.9149233,527.7220499
2021-08,FI,4487.759858,11.28,10.83,5.32,5.4,32.04,32.49,1.45,1.16,1.026246716,1.01363,0.9784,2042.398115,38.19958919,21.31010977,48.39768451,33.61955686,0.869145891,86.46531366,437.4768144,559.0770397
2021-09,FI,4484.640958,11.27,10.82,5.32,5.44,31.98,32.52,1.46,1.16,1.026307831,1.01201,0.97701,2037.796996,38.49696551,21.33033302,48.25765076,33.67417819,0.868729346,84.85899437,426.9758547,546.0124862
2021-10,FI,4499.290356,11.25,10.8,5.34,5.46,31.98,32.52,1.47,1.17,1.026157264,1.00681,0.97414,2035.78856,39.88756911,21.48632115,48.56189193,33.76381793,0.868772085,86.4077118,425.6343589,547.1210853
2021-11,FI,4533.281212,11.23,10.78,5.36,5.5,31.95,32.53,1.47,1.17,1.025565112,1.01336,0.96845,2038.514932,40.15699828,21.34016822,47.69559821,33.73452926,0.868595043,87.62743286,416.3590499,539.1706376
2021-12,FI,4539.424654,11.22,10.77,5.36,5.48,31.93,32.57,1.47,1.18,1.025549953,1.01108,0.96671,2033.686205,41.84452513,21.35945568,47.30527334,33.73418326,0.868607672,91.94141748,431.5286282,559.1461108
2022-01,FI,4616.951932,11.15,10.69,5.34,5.44,32.1,32.64,1.46,1.16,1.026604362,1.01759,0.95512,2062.21644,44.75250133,21.8898512,48.01819691,34.64918093,0.867410538,68.91884369,376.1670856,481.1848135
2022-02,FI,4611.84351,11.14,10.69,5.32,5.46,32.04,32.71,1.46,1.16,1.026441014,1.01752,0.95428,2051.884023,45.8998986,21.91448249,48.19657313,34.64324933,0.867323615,71.93670729,347.3032065,452.1867648
2022-03,FI,4610.523577,11.15,10.7,5.3,5.46,31.99,32.75,1.46,1.17,1.026556139,1.01809,0.9535,2046.53766,46.93776035,21.91339179,48.20749811,34.63157029,0.867496982,82.61593436,405.6202252,528.7932659
2022-04,FI,4615.671867,11.12,10.69,5.31,5.44,32.04,32.74,1.47,1.17,1.026350509,1.01664,0.95215,2049.060666,47.14535413,21.92681447,48.24867571,34.70088816,0.867441454,80.51685283,377.6009262,495.1213965
2022-05,FI,4609.622273,11.13,10.7,5.31,5.41,32.06,32.72,1.47,1.18,1.026123671,1.01588,0.95149,2047.454581,46.90667658,22.03448453,48.42769007,34.77026765,0.867676698,84.32173905,399.1624899,522.6548048
2022-06,FI,4622.868704,11.11,10.66,5.3,5.39,32.11,32.74,1.48,1.18,1.026263431,1.00379,0.94005,2057.708124,46.87933232,22.16326957,48.61398786,34.78652756,0.867343,83.43664086,407.5854745,534.4020954
2022-07,FI,4634.644445,11.12,10.66,5.31,5.39,32.17,32.66,1.49,1.18,1.025741163,1.0024,0.93968,2064.615518,46.89450283,22.33185274,49.15576547,34.80739672,0.867303886,80.88706477,393.8817483,514.7986056
2022-08,FI,4637.429402,11.12,10.66,5.31,5.38,32.16,32.65,1.5,1.18,1.025769803,1.00231,0.93986,2064.521928,47.22958538,22.33185198,49.10017483,34.83457215,0.86723055,90.1866393,432.0016098,566.1203647
2022-09,FI,4638.182269,11.1,10.63,5.3,5.4,32.17,32.66,1.51,1.19,1.026122198,1.00222,0.93974,2059.989252,47.41308288,22.39513758,49.2905526,34.84848732,0.867699138,85.30418715,412.3554166,539.770926
2022-10,FI,4638.395658,11.11,10.62,5.32,5.4,32.16,32.64,1.52,1.2,1.025865271,1.00251,0.93953,2055.246094,47.88314012,22.43951788,49.31136416,34.90251611,0.867389256,88.94421848,427.7201657,557.5567087
2022-11,FI,4672.820711,11.1,10.6,5.32,5.41,32.13,32.66,1.53,1.21,1.026159037,1.00161,0.93863,2057.254054,48.01967187,22.50860562,49.44261669,35.3605774,0.867023175,88.18926592,426.200389,556.9139432
2022-12,FI,4675.250069,11.1,10.6,5.31,5.39,32.13,32.67,1.54,1.22,1.026763903,1.00128,0.93827,2058.949854,47.89146862,22.5949775,49.49877684,35.39234764,0.86671352,87.41849988,425.450544,557.2970935
2023-01,FI,4697.616849,11.14,10.61,5.33,5.36,32.25,32.56,1.51,1.19,1.024510886,1.00258,0.93599,2069.057947,48.87151007,22.67246605,49.51179815,35.47190405,0.86575102,75.94426958,403.8438627,522.4267398
2023-02,FI,4700.218096,11.12,10.59,5.31,5.34,32.26,32.62,1.51,1.2,1.025093856,1.00247,0.93592,2070.232871,48.97646752,22.7604581,49.78654975,35.4918888,0.865956596,74.69314923,382.6603707,501.3002032
2023-03,FI,4700.163216,11.11,10.58,5.29,5.31,32.28,32.65,1.53,1.21,1.025947311,1.00259,0.93608,2067.649713,48.90530385,22.76300016,49.8610373,35.44955067,0.865959115,81.23407643,438.7752291,576.160293
